dataset,task_id,classes,predictors,fold,model,roc_auc,accuracy,precision,recall,f1,specificity,auprc,cross_entropy,brier,support_positive_pct,query_positive_pct,fit_seconds,predict_seconds,inputs,labels,contamination,context_contaminated_rows,query_contaminated_rows,train_rows,test_rows
blood-transfusion-service-center,363621,2,4,29,curriculum,0.7612781954887219,0.7651006711409396,0.0,0.0,0.0,1.0,0.534690876044371,0.47941594322585535,0.1558761254787061,23.87312186978297,23.48993288590604,0.023737156065180898,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,30,plain,0.7835038986354776,0.76,0.5,0.027777777777777776,0.05263157894736842,0.9912280701754386,0.48811783680471704,0.4980768723900322,0.16317840898938946,23.745819397993312,24.0,0.023222949006594718,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,30,mixed,0.7362329434697856,0.7533333333333333,0.0,0.0,0.0,0.9912280701754386,0.4643203268226564,0.5074990945834348,0.1664055067255884,23.745819397993312,24.0,0.023689494002610445,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,30,curriculum,0.761330409356725,0.76,0.0,0.0,0.0,1.0,0.49826006468843614,0.4868629488048619,0.15859846100002153,23.745819397993312,24.0,0.02366079401690513,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,31,plain,0.6942007797270955,0.76,0.0,0.0,0.0,1.0,0.49027482062140226,0.5082515434734446,0.16565093540463777,23.745819397993312,24.0,0.023547198972664773,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,31,mixed,0.7010233918128653,0.76,0.0,0.0,0.0,1.0,0.5054655123087882,0.5081675180303085,0.16580754497430575,23.745819397993312,24.0,0.02367618994321674,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,31,curriculum,0.6966374269005846,0.76,0.0,0.0,0.0,1.0,0.4983213064763025,0.5069288489819433,0.16494224156157433,23.745819397993312,24.0,0.023669039946980774,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,32,plain,0.8055555555555555,0.7666666666666667,1.0,0.027777777777777776,0.05405405405405406,1.0,0.6195820105664243,0.4941327364361021,0.1613432296753797,23.745819397993312,24.0,0.0233236689819023,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,32,mixed,0.8101851851851851,0.76,0.0,0.0,0.0,1.0,0.6334465805527981,0.4968635682226005,0.16247573518507083,23.745819397993312,24.0,0.02369561605155468,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,32,curriculum,0.8182261208576999,0.76,0.0,0.0,0.0,1.0,0.6651568915974138,0.4760823831871207,0.15463825183702834,23.745819397993312,24.0,0.023697788012214005,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,33,plain,0.7469924812030075,0.7651006711409396,0.0,0.0,0.0,1.0,0.6034652056219167,0.4932128848569484,0.16048226710324512,23.87312186978297,23.48993288590604,0.02348680200520903,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,33,mixed,0.7397243107769422,0.7651006711409396,0.0,0.0,0.0,1.0,0.5896778217889085,0.49537798830343377,0.1615561463572212,23.87312186978297,23.48993288590604,0.023725281935185194,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,33,curriculum,0.7334586466165413,0.7651006711409396,0.0,0.0,0.0,1.0,0.5643254209174422,0.4892275054868932,0.15840403443626663,23.87312186978297,23.48993288590604,0.023735533002763987,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,34,plain,0.719047619047619,0.7651006711409396,0.0,0.0,0.0,1.0,0.45128463030929306,0.4972133965256705,0.16273830070681075,23.87312186978297,23.48993288590604,0.023467920953407884,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,34,mixed,0.7097744360902256,0.7651006711409396,0.0,0.0,0.0,1.0,0.43523194736673276,0.49922925305817756,0.16373010766207668,23.87312186978297,23.48993288590604,0.02374000905547291,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,34,curriculum,0.7035087719298245,0.7718120805369127,1.0,0.02857142857142857,0.05555555555555555,1.0,0.41354083051708546,0.4970586766189181,0.16294536394484163,23.87312186978297,23.48993288590604,0.023745437036268413,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,35,plain,0.7737573099415205,0.7666666666666667,1.0,0.027777777777777776,0.05405405405405406,1.0,0.5067247215509451,0.4957611108464846,0.16247338701878114,23.745819397993312,24.0,0.023361823987215757,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,35,mixed,0.7676656920077972,0.7666666666666667,1.0,0.027777777777777776,0.05405405405405406,1.0,0.5070073089407289,0.49680030595436603,0.16284698254212907,23.745819397993312,24.0,0.023630758048966527,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,35,curriculum,0.7839912280701754,0.76,0.0,0.0,0.0,1.0,0.5156165199014887,0.48097874972852084,0.1567263329379141,23.745819397993312,24.0,0.023645224049687386,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,36,plain,0.7831384015594541,0.76,0.0,0.0,0.0,1.0,0.6061699437044235,0.49753674455860564,0.16173589143481215,23.745819397993312,24.0,0.02342834894079715,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,36,mixed,0.7687621832358674,0.76,0.0,0.0,0.0,1.0,0.6000105761453502,0.5020784357126764,0.16351031617157982,23.745819397993312,24.0,0.023668366950005293,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,36,curriculum,0.7675438596491228,0.76,0.0,0.0,0.0,1.0,0.5662822251940326,0.4889603127001144,0.1580505434852422,23.745819397993312,24.0,0.02366327296476811,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,37,plain,0.7592592592592593,0.7666666666666667,1.0,0.027777777777777776,0.05405405405405406,1.0,0.5110488278269903,0.5021596145393455,0.1653264548957992,23.745819397993312,24.0,0.023283798014745116,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,37,mixed,0.7473196881091618,0.7666666666666667,1.0,0.027777777777777776,0.05405405405405406,1.0,0.48014326724168016,0.5051149137321462,0.16650729724205296,23.745819397993312,24.0,0.023670624941587448,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,37,curriculum,0.753167641325536,0.76,0.0,0.0,0.0,1.0,0.5110536098182835,0.4897626182810524,0.16054279046120268,23.745819397993312,24.0,0.023663977975957096,,preprocessed,real,0.0,0,0,598,150
blood-transfusion-service-center,363621,2,4,38,plain,0.6959899749373434,0.7651006711409396,0.5,0.02857142857142857,0.05405405405405406,0.9912280701754386,0.41743448963903906,0.5040060642647657,0.16557269641030842,23.87312186978297,23.48993288590604,0.023479652008973062,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,38,mixed,0.6964912280701755,0.7651006711409396,0.5,0.02857142857142857,0.05405405405405406,0.9912280701754386,0.4143562333801506,0.5034171498285018,0.16554894519019994,23.87312186978297,23.48993288590604,0.02379680797457695,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,38,curriculum,0.6987468671679198,0.7651006711409396,0.0,0.0,0.0,1.0,0.4267676183196689,0.5016228670122651,0.16526840186266395,23.87312186978297,23.48993288590604,0.023762883967719972,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,39,plain,0.7598997493734336,0.7651006711409396,0.0,0.0,0.0,1.0,0.5935805901168079,0.48638962808096325,0.15777581511443134,23.87312186978297,23.48993288590604,0.02344317699316889,,preprocessed,real,0.0,0,0,599,149
blood-transfusion-service-center,363621,2,4,39,mixed,0.7518796992481203,0.7651006711409396,0.0,0.0,0.0,1.0,0.5850774060434335,0.49154147327031894,0.1595193304017411,23.87312186978297,23.48993288590604,0.02375721395947039,,preprocessed,real,0.0,0,0,599,149
