source,dataset,layer_index,layer_fraction,raw_variance,scale_free_variance,effective_rank
synthetic,noisy[11],1,0.2,0.002563679125159979,0.0025522757787257433,1.465666651725769
synthetic,noisy[11],2,0.4,0.002900785533711314,0.002953797113150358,1.8901071548461914
synthetic,noisy[11],3,0.6,0.01608728989958763,0.016234934329986572,3.8472018241882324
synthetic,noisy[11],4,0.8,0.026487616822123528,0.027135781943798065,2.4175820350646973
synthetic,noisy[11],5,1.0,0.07349710911512375,0.07038570940494537,2.154200315475464
synthetic,noisy[12],0,0.0,0.0010445652296766639,0.0010427754605188966,1.3615195751190186
synthetic,noisy[12],1,0.2,0.002348058857023716,0.0023375283926725388,1.8825596570968628
synthetic,noisy[12],2,0.4,0.002818400040268898,0.0028721641283482313,2.671151638031006
synthetic,noisy[12],3,0.6,0.01674383506178856,0.016911271959543228,4.3641557693481445
synthetic,noisy[12],4,0.8,0.030180756002664566,0.030957428738474846,2.3363490104675293
synthetic,noisy[12],5,1.0,0.0911666601896286,0.08718609064817429,1.9178380966186523
synthetic,noisy[13],0,0.0,0.00085842190310359,0.0008568738121539354,1.2021836042404175
synthetic,noisy[13],1,0.2,0.0018631673883646727,0.0018554204143583775,1.6596053838729858
synthetic,noisy[13],2,0.4,0.0023445202969014645,0.002387899672612548,2.5123696327209473
synthetic,noisy[13],3,0.6,0.01827726885676384,0.01845451630651951,3.7376201152801514
synthetic,noisy[13],4,0.8,0.02680131420493126,0.02747175097465515,2.866332530975342
synthetic,noisy[13],5,1.0,0.0740177184343338,0.07096585631370544,2.3841755390167236
synthetic,noisy[14],0,0.0,0.0019793258979916573,0.0019771335646510124,1.2174652814865112
synthetic,noisy[14],1,0.2,0.0034261122345924377,0.0034115533344447613,1.6099313497543335
synthetic,noisy[14],2,0.4,0.0031265278812497854,0.003185754409059882,1.866085410118103
synthetic,noisy[14],3,0.6,0.013912140391767025,0.014040390960872173,4.204390525817871
synthetic,noisy[14],4,0.8,0.025781475007534027,0.026371408253908157,2.7305097579956055
synthetic,noisy[14],5,1.0,0.07969629019498825,0.07628839462995529,2.2236526012420654
synthetic,noisy[15],0,0.0,0.0012207924155518413,0.0012185137020424008,1.2950494289398193
synthetic,noisy[15],1,0.2,0.0022548066917806864,0.002244942355901003,1.594242811203003
synthetic,noisy[15],2,0.4,0.0024874680675566196,0.002533098217099905,2.0038750171661377
synthetic,noisy[15],3,0.6,0.01764320582151413,0.017806870862841606,3.8046717643737793
synthetic,noisy[15],4,0.8,0.03290000185370445,0.033709049224853516,2.602311134338379
synthetic,noisy[15],5,1.0,0.08697547018527985,0.08323171734809875,2.145080089569092
synthetic,noisy[16],0,0.0,0.001420530490577221,0.0014183854218572378,1.3657710552215576
synthetic,noisy[16],1,0.2,0.0027261674404144287,0.00271338177844882,1.6447046995162964
synthetic,noisy[16],2,0.4,0.003125593764707446,0.0031832761596888304,2.0899839401245117
synthetic,noisy[16],3,0.6,0.020976733416318893,0.021190151572227478,4.02448844909668
synthetic,noisy[16],4,0.8,0.0296629648655653,0.03037578985095024,2.5672829151153564
synthetic,noisy[16],5,1.0,0.08346693962812424,0.07992669939994812,2.3104515075683594
synthetic,noisy[17],0,0.0,0.0032566734589636326,0.0032547377049922943,1.2919511795043945
synthetic,noisy[17],1,0.2,0.0038832961581647396,0.0038669665809720755,1.8200268745422363
synthetic,noisy[17],2,0.4,0.003874289570376277,0.003944673575460911,2.436406135559082
synthetic,noisy[17],3,0.6,0.020206190645694733,0.020409075543284416,4.724338531494141
synthetic,noisy[17],4,0.8,0.028772104531526566,0.02951386198401451,2.8827109336853027
synthetic,noisy[17],5,1.0,0.07621991634368896,0.07290926575660706,2.218104362487793
synthetic,noisy[18],0,0.0,0.0014662978937849402,0.0014644599286839366,1.1929782629013062
synthetic,noisy[18],1,0.2,0.0028358125127851963,0.002821909263730049,1.7046680450439453
synthetic,noisy[18],2,0.4,0.0031975049059838057,0.0032599668484181166,2.1781883239746094
synthetic,noisy[18],3,0.6,0.0159688051789999,0.016135524958372116,4.105759620666504
synthetic,noisy[18],4,0.8,0.031759075820446014,0.03260624408721924,2.442570686340332
synthetic,noisy[18],5,1.0,0.0944654569029808,0.09016653150320053,2.2606687545776367
synthetic,noisy[19],0,0.0,0.0015609952388331294,0.0015579350292682648,1.1715633869171143
synthetic,noisy[19],1,0.2,0.00334018818102777,0.0033268267288804054,1.645780086517334
synthetic,noisy[19],2,0.4,0.0035713035613298416,0.003638884052634239,1.9527325630187988
synthetic,noisy[19],3,0.6,0.013509745709598064,0.013647760264575481,3.944000720977783
synthetic,noisy[19],4,0.8,0.03229834884405136,0.033136650919914246,2.1446666717529297
synthetic,noisy[19],5,1.0,0.10429655760526657,0.09964247047901154,2.0154712200164795
tabarena,Bank_Customer_Churn,0,0.0,0.00023125825100578368,0.00023127879831008613,1.1297597885131836
tabarena,Bank_Customer_Churn,1,0.2,0.0004074248136021197,0.00040606397669762373,1.5779322385787964
tabarena,Bank_Customer_Churn,2,0.4,0.0005013298941776156,0.0005100219277665019,2.361515998840332
tabarena,Bank_Customer_Churn,3,0.6,0.003924279008060694,0.003956196829676628,3.7676358222961426
tabarena,Bank_Customer_Churn,4,0.8,0.00405736593529582,0.0041538747027516365,3.557351589202881
tabarena,Bank_Customer_Churn,5,1.0,0.010668858885765076,0.010173067450523376,2.7648839950561523
tabarena,blood-transfusion-service-center,0,0.0,0.0005467112641781569,0.000546783849131316,1.512009859085083
tabarena,blood-transfusion-service-center,1,0.2,0.0008633597171865404,0.0008614696562290192,2.102036237716675
tabarena,blood-transfusion-service-center,2,0.4,0.001152221579104662,0.001172238844446838,3.4738214015960693
tabarena,blood-transfusion-service-center,3,0.6,0.004723804537206888,0.004769871011376381,3.230325937271118
tabarena,blood-transfusion-service-center,4,0.8,0.0065754009410738945,0.006731111090630293,2.7337167263031006
tabarena,blood-transfusion-service-center,5,1.0,0.01937941089272499,0.01848437450826168,2.1263949871063232
tabarena,churn,0,0.0,0.00016295412206090987,0.00016304277232848108,1.3541285991668701
tabarena,churn,1,0.2,0.0003454113320913166,0.000344079831847921,2.2209677696228027
tabarena,churn,2,0.4,0.0004023780347779393,0.0004093271563760936,2.4328365325927734
tabarena,churn,3,0.6,0.0036920993588864803,0.0037154732272028923,3.749673843383789
tabarena,churn,4,0.8,0.0036763197276741266,0.0037590947467833757,3.835819721221924
tabarena,churn,5,1.0,0.0113570187240839,0.010812442749738693,2.64449405670166
tabarena,coil2000_insurance_policies,0,0.0,0.0030486569739878178,0.00306148175150156,2.0962681770324707
tabarena,coil2000_insurance_policies,1,0.2,0.0035969605669379234,0.003583970945328474,3.319101572036743
tabarena,coil2000_insurance_policies,2,0.4,0.003507820190861821,0.003552237991243601,3.179765462875366
tabarena,coil2000_insurance_policies,3,0.6,0.005821836180984974,0.005811505950987339,3.079873561859131
tabarena,coil2000_insurance_policies,4,0.8,0.004128565546125174,0.0042093717493116856,2.7028210163116455
tabarena,coil2000_insurance_policies,5,1.0,0.008562280796468258,0.008165315724909306,2.3907313346862793
tabarena,credit-g,0,0.0,0.0006990020629018545,0.0006981120095588267,1.1666245460510254
tabarena,credit-g,1,0.2,0.0007679423433728516,0.000764641328714788,1.4279067516326904
tabarena,credit-g,2,0.4,0.0006120708421804011,0.0006241109222173691,1.7579572200775146
tabarena,credit-g,3,0.6,0.003978867549449205,0.004009641241282225,3.417649030685425
tabarena,credit-g,4,0.8,0.005048420745879412,0.005160931497812271,4.108060836791992
tabarena,credit-g,5,1.0,0.015412075445055962,0.01479276828467846,2.952232837677002
tabarena,diabetes,0,0.0,0.0005208274815231562,0.0005200568120926619,1.4004197120666504
tabarena,diabetes,1,0.2,0.0009245590190403163,0.0009212265722453594,1.7593295574188232
tabarena,diabetes,2,0.4,0.0010271723149344325,0.001045580254867673,2.8613901138305664
tabarena,diabetes,3,0.6,0.005238564684987068,0.005294674541801214,3.921139717102051
tabarena,diabetes,4,0.8,0.006983625702559948,0.007164251059293747,3.4682440757751465
tabarena,diabetes,5,1.0,0.02197861298918724,0.020967654883861542,2.4512853622436523
tabarena,E-CommereShippingData,0,0.0,0.00024068148923106492,0.00024036268587224185,1.2209906578063965
tabarena,E-CommereShippingData,1,0.2,0.0004313640820328146,0.0004296911065466702,1.4529063701629639
tabarena,E-CommereShippingData,2,0.4,0.0004456377646420151,0.00045400974340736866,1.8578230142593384
tabarena,E-CommereShippingData,3,0.6,0.002174364635720849,0.0021952814422547817,3.391024589538574
tabarena,E-CommereShippingData,4,0.8,0.0024965358898043633,0.002554195001721382,3.813382148742676
tabarena,E-CommereShippingData,5,1.0,0.0058537013828754425,0.005612846929579973,3.670836925506592
tabarena,Fitness_Club,0,0.0,0.00038793974090367556,0.0003883310710079968,1.3639256954193115
tabarena,Fitness_Club,1,0.2,0.0004856770974583924,0.00048420706298202276,1.7991714477539062
tabarena,Fitness_Club,2,0.4,0.0004889885894954205,0.0004971706075593829,2.9123005867004395
tabarena,Fitness_Club,3,0.6,0.0021308851428329945,0.0021535458508878946,3.956580877304077
tabarena,Fitness_Club,4,0.8,0.0026762327179312706,0.0027413603384047747,3.717721462249756
tabarena,Fitness_Club,5,1.0,0.006386201363056898,0.006110807880759239,3.1546618938446045
tabarena,hazelnut-spread-contaminant-detection,0,0.0,0.00025917417951859534,0.000258741871220991,1.085310459136963
tabarena,hazelnut-spread-contaminant-detection,1,0.2,0.0004899435443803668,0.0004872538265772164,1.3228495121002197
tabarena,hazelnut-spread-contaminant-detection,2,0.4,0.00054319784976542,0.0005549589986912906,1.6224514245986938
tabarena,hazelnut-spread-contaminant-detection,3,0.6,0.0017776049207895994,0.0017949306638911366,3.646568775177002
tabarena,hazelnut-spread-contaminant-detection,4,0.8,0.00270769651979208,0.0027705535758286715,3.0527381896972656
tabarena,hazelnut-spread-contaminant-detection,5,1.0,0.009072193875908852,0.00866682082414627,2.3422138690948486
tabarena,heloc,0,0.0,0.0003308594459667802,0.0003306069120299071,1.4578132629394531
tabarena,heloc,1,0.2,0.0005316626047715545,0.0005289656110107899,1.9705085754394531
tabarena,heloc,2,0.4,0.000508126977365464,0.0005181524902582169,2.3569962978363037
tabarena,heloc,3,0.6,0.0021067787893116474,0.002127378713339567,4.205866813659668
tabarena,heloc,4,0.8,0.0027491385117173195,0.002814467065036297,3.2280542850494385
tabarena,heloc,5,1.0,0.006886625662446022,0.006592056713998318,2.455894947052002
tabarena,in_vehicle_coupon_recommendation,0,0.0,0.0006686471169814467,0.0006675294134765863,1.185487985610962
tabarena,in_vehicle_coupon_recommendation,1,0.2,0.0007772825774736702,0.0007739929715171456,2.0182957649230957
tabarena,in_vehicle_coupon_recommendation,2,0.4,0.0006706747226417065,0.0006823085132054985,2.1812281608581543
tabarena,in_vehicle_coupon_recommendation,3,0.6,0.0034978960175067186,0.0035229958593845367,3.422797918319702
tabarena,in_vehicle_coupon_recommendation,4,0.8,0.003935741260647774,0.004029007162898779,3.9250049591064453
tabarena,in_vehicle_coupon_recommendation,5,1.0,0.00881330855190754,0.008472335524857044,3.4840826988220215
tabarena,Is-this-a-good-customer,0,0.0,0.0002440600364934653,0.0002443911216687411,1.4159812927246094
tabarena,Is-this-a-good-customer,1,0.2,0.0008091352065093815,0.0008059109095484018,2.365523099899292
tabarena,Is-this-a-good-customer,2,0.4,0.000693951325956732,0.0007051296997815371,2.3225481510162354
tabarena,Is-this-a-good-customer,3,0.6,0.004141909070312977,0.004161576274782419,3.9136743545532227
tabarena,Is-this-a-good-customer,4,0.8,0.0037785230670124292,0.0038600394036620855,3.428018569946289
tabarena,Is-this-a-good-customer,5,1.0,0.009523006156086922,0.009085189551115036,2.771629571914673
tabarena,Marketing_Campaign,0,0.0,0.0013247267343103886,0.0013299151323735714,1.4120714664459229
tabarena,Marketing_Campaign,1,0.2,0.0014827989507466555,0.001476785633713007,2.436802864074707
tabarena,Marketing_Campaign,2,0.4,0.0013808103976771235,0.0013987610582262278,2.486182689666748
tabarena,Marketing_Campaign,3,0.6,0.004792114719748497,0.00481656938791275,3.1909637451171875
tabarena,Marketing_Campaign,4,0.8,0.004102128092199564,0.004199758172035217,2.9647135734558105
tabarena,Marketing_Campaign,5,1.0,0.010839005000889301,0.010308457538485527,2.3171322345733643
tabarena,NATICUSdroid,0,0.0,0.00730549730360508,0.007341042160987854,1.2681097984313965
tabarena,NATICUSdroid,1,0.2,0.006775819696485996,0.0067469594068825245,1.461916208267212
tabarena,NATICUSdroid,2,0.4,0.006476164795458317,0.006557295564562082,1.480780839920044
tabarena,NATICUSdroid,3,0.6,0.007926095277071,0.007987971417605877,2.9241695404052734
tabarena,NATICUSdroid,4,0.8,0.005741200875490904,0.005879485979676247,2.9914746284484863
tabarena,NATICUSdroid,5,1.0,0.016588037833571434,0.015764333307743073,2.401848316192627
tabarena,online_shoppers_intention,0,0.0,0.0007342142052948475,0.0007358039729297161,1.5494494438171387
tabarena,online_shoppers_intention,1,0.2,0.0006937080761417747,0.0006911997916176915,1.9142322540283203
tabarena,online_shoppers_intention,2,0.4,0.000599921855609864,0.0006094800774008036,2.2955212593078613
tabarena,online_shoppers_intention,3,0.6,0.0030449223704636097,0.0030699637718498707,3.410557746887207
tabarena,online_shoppers_intention,4,0.8,0.003457079641520977,0.003534052986651659,3.313727855682373
tabarena,online_shoppers_intention,5,1.0,0.01213187538087368,0.0116135124117136,2.6893081665039062
tabarena,polish_companies_bankruptcy,0,0.0,0.005339441355317831,0.005357692483812571,2.4715070724487305
tabarena,polish_companies_bankruptcy,1,0.2,0.005425155162811279,0.005407045595347881,3.6202197074890137
tabarena,polish_companies_bankruptcy,2,0.4,0.005360453389585018,0.005427689291536808,4.1851959228515625
tabarena,polish_companies_bankruptcy,3,0.6,0.008591337129473686,0.008592184633016586,3.5380406379699707
tabarena,polish_companies_bankruptcy,4,0.8,0.005265635438263416,0.005370947532355785,3.379293918609619
tabarena,polish_companies_bankruptcy,5,1.0,0.012987755239009857,0.012371696531772614,2.613006591796875
tabarena,qsar-biodeg,0,0.0,0.00369249377399683,0.003705117618665099,1.3850398063659668
tabarena,qsar-biodeg,1,0.2,0.0031194137409329414,0.003107593860477209,1.7174968719482422
tabarena,qsar-biodeg,2,0.4,0.0022865450009703636,0.002323036314919591,1.9961012601852417
tabarena,qsar-biodeg,3,0.6,0.0057560838758945465,0.005814949981868267,3.4328012466430664
tabarena,qsar-biodeg,4,0.8,0.005355750676244497,0.0054965936578810215,2.9210917949676514
tabarena,qsar-biodeg,5,1.0,0.018659863620996475,0.01772897318005562,2.1535770893096924
tabarena,seismic-bumps,0,0.0,0.00042338980711065233,0.0004246689786668867,1.7557704448699951
tabarena,seismic-bumps,1,0.2,0.0007164312992244959,0.000714303576387465,3.0361180305480957
tabarena,seismic-bumps,2,0.4,0.0007778492872603238,0.0007903234218247235,2.9096317291259766
tabarena,seismic-bumps,3,0.6,0.0032580611295998096,0.0032670171931385994,2.9886279106140137
tabarena,seismic-bumps,4,0.8,0.002754333894699812,0.0028088127728551626,2.8356199264526367
tabarena,seismic-bumps,5,1.0,0.006653287447988987,0.006335071288049221,2.681751251220703
tabarena,taiwanese_bankruptcy_prediction,0,0.0,0.00483988830819726,0.004852159880101681,2.901123523712158
tabarena,taiwanese_bankruptcy_prediction,1,0.2,0.005904654040932655,0.005883717909455299,3.1604151725769043
tabarena,taiwanese_bankruptcy_prediction,2,0.4,0.00529281422495842,0.005362640134990215,3.7191596031188965
tabarena,taiwanese_bankruptcy_prediction,3,0.6,0.007910579442977905,0.007893330417573452,3.196472644805908
tabarena,taiwanese_bankruptcy_prediction,4,0.8,0.006039896979928017,0.006148208398371935,2.2963528633117676
tabarena,taiwanese_bankruptcy_prediction,5,1.0,0.011140328831970692,0.010594038292765617,2.333089828491211
tabarena,jm1,0,0.0,0.00047835733857937157,0.00047896819887682796,1.7754461765289307
tabarena,jm1,1,0.2,0.0010774281108751893,0.0010731939692050219,2.4250097274780273
tabarena,jm1,2,0.4,0.0010318731656298041,0.001048520440235734,3.2922074794769287
tabarena,jm1,3,0.6,0.003402251284569502,0.0034152409061789513,3.6246089935302734
tabarena,jm1,4,0.8,0.002458279486745596,0.00251565920189023,3.3572781085968018
tabarena,jm1,5,1.0,0.003915594890713692,0.003752045566216111,3.230764865875244
