mode,parameters,best_step,train_loss,in_family.loss,in_family.mutual_information_r2,in_family.epistemic_variance_r2,in_family.mutual_information_spearman,in_family.condition_auc,held_out_family.loss,held_out_family.mutual_information_r2,held_out_family.epistemic_variance_r2,held_out_family.mutual_information_spearman,held_out_family.condition_auc
deepsets,165858,300,0.01279815100133419,0.01217374112457037,-0.008539795875549316,-0.019887208938598633,-0.004566903720089317,0.5723611111111111,0.017770856618881226,-0.030826210975646973,-0.03758203983306885,-0.00924508278506249,0.4284027777777778
cross_attention,258338,200,0.0006781620904803276,0.010400352068245411,0.1804807186126709,-0.173254132270813,0.23985234047570897,0.5466666666666666,0.016294587403535843,0.09044688940048218,-0.1956639289855957,0.08565251739393741,0.4635416666666667
cross_attention_local,259638,300,0.001077363034710288,0.011321273632347584,0.09033125638961792,-0.1510465145111084,0.27804590710945615,0.5904861111111112,0.017634497955441475,-0.0006160736083984375,-0.18246924877166748,-0.0632929219283419,0.4330555555555555
