source,dataset,layer_index,layer_fraction,raw_variance,scale_free_variance,effective_rank,support_raw_variance,support_scale_free_variance
synthetic,noisy[6],5,1.0,0.06939121335744858,0.06639529764652252,2.220207929611206,0.036328937858343124,0.00018029015336651355
synthetic,noisy[7],0,0.0,0.0017175020184367895,0.0017164561431854963,1.1915782690048218,0.0009586511878296733,4.99489760841243e-06
synthetic,noisy[7],1,0.2,0.002808324759826064,0.002796050626784563,1.7350599765777588,0.0011676857247948647,6.060987743694568e-06
synthetic,noisy[7],2,0.4,0.0025706682354211807,0.0026188800111413,2.1768147945404053,0.0013313207309693098,7.0529872573388275e-06
synthetic,noisy[7],3,0.6,0.014354825019836426,0.014479255303740501,4.350362777709961,0.009693209081888199,5.0784216000465676e-05
synthetic,noisy[7],4,0.8,0.02832733653485775,0.028940502554178238,2.3073291778564453,0.017548099160194397,9.321958350483328e-05
synthetic,noisy[7],5,1.0,0.08048686385154724,0.07697056978940964,2.1487340927124023,0.034012701362371445,0.00016856899310369045
synthetic,noisy[8],0,0.0,0.0018166294321417809,0.0018135346472263336,1.1864570379257202,0.0008824517717584968,4.59507828054484e-06
synthetic,noisy[8],1,0.2,0.0037332060746848583,0.0037168413400650024,1.5563186407089233,0.0011197715066373348,5.8114746934734285e-06
synthetic,noisy[8],2,0.4,0.003833528608083725,0.0039061622228473425,1.790090560913086,0.0012902520829811692,6.830771781096701e-06
synthetic,noisy[8],3,0.6,0.017629260197281837,0.017792563885450363,4.032270431518555,0.010939493775367737,5.725521259591915e-05
synthetic,noisy[8],4,0.8,0.023443637415766716,0.024017905816435814,3.023390293121338,0.015911903232336044,8.463581616524607e-05
synthetic,noisy[8],5,1.0,0.07156766206026077,0.06861492991447449,2.3242063522338867,0.03797899931669235,0.0001888886617962271
synthetic,noisy[9],0,0.0,0.0012537739239633083,0.0012515545822679996,1.3435828685760498,0.0006002684240229428,3.1256367947207764e-06
synthetic,noisy[9],1,0.2,0.0025163860991597176,0.002505252603441477,1.6790504455566406,0.0008959400001913309,4.64967070001876e-06
synthetic,noisy[9],2,0.4,0.002831222489476204,0.0028837386053055525,2.249157190322876,0.0012308767763897777,6.516707799164578e-06
synthetic,noisy[9],3,0.6,0.01739722490310669,0.01756645366549492,4.144608974456787,0.010894110426306725,5.704878276446834e-05
synthetic,noisy[9],4,0.8,0.029090886935591698,0.029796764254570007,2.6310629844665527,0.01736808568239212,9.239448263542727e-05
synthetic,noisy[9],5,1.0,0.08361738920211792,0.0800761878490448,2.167879819869995,0.03937540575861931,0.00019543147936929017
synthetic,noisy[10],0,0.0,0.001643748371861875,0.0016407616203650832,1.1541693210601807,0.000790411839261651,4.115667252335697e-06
synthetic,noisy[10],1,0.2,0.0030176748987287283,0.003004369093105197,1.425499677658081,0.0009885665494948626,5.129341843712609e-06
synthetic,noisy[10],2,0.4,0.0032624993473291397,0.0033255876041948795,1.7631957530975342,0.0011930237524211407,6.317539373412728e-06
synthetic,noisy[10],3,0.6,0.016722768545150757,0.016879402101039886,4.5267109870910645,0.011163419112563133,5.84315275773406e-05
synthetic,noisy[10],4,0.8,0.029455026611685753,0.030188675969839096,2.5684375762939453,0.01774994097650051,9.442010195925832e-05
synthetic,noisy[10],5,1.0,0.08313149213790894,0.07958199083805084,2.1122350692749023,0.03951477259397507,0.00019629010057542473
synthetic,noisy[11],0,0.0,0.0013798330910503864,0.0013778326101601124,1.1351985931396484,0.0006295936182141304,3.2786172141641146e-06
synthetic,noisy[11],1,0.2,0.002563678426668048,0.0025522750802338123,1.4656646251678467,0.0008550593629479408,4.437887128005968e-06
synthetic,noisy[11],2,0.4,0.0029007853008806705,0.002953796647489071,1.890105128288269,0.001093964441679418,5.788555426988751e-06
synthetic,noisy[11],3,0.6,0.016087286174297333,0.016234930604696274,3.847208023071289,0.01085863821208477,5.683830750058405e-05
synthetic,noisy[11],4,0.8,0.026487618684768677,0.027135785669088364,2.417583465576172,0.018335159868001938,9.751476318342611e-05
synthetic,noisy[11],5,1.0,0.07349716871976852,0.07038576900959015,2.1541996002197266,0.04177258908748627,0.0002076914970530197
synthetic,noisy[12],0,0.0,0.0010445655789226294,0.0010427756933495402,1.3615188598632812,0.0004978470969945192,2.5922417989932e-06
synthetic,noisy[12],1,0.2,0.0023480593226850033,0.002337528858333826,1.8825572729110718,0.000830827746540308,4.3115751395816915e-06
synthetic,noisy[12],2,0.4,0.002818400040268898,0.0028721638955175877,2.6711559295654297,0.001340215909294784,7.094416559993988e-06
synthetic,noisy[12],3,0.6,0.01674383133649826,0.01691126637160778,4.364167213439941,0.011584026739001274,6.064596163923852e-05
synthetic,noisy[12],4,0.8,0.030180752277374268,0.03095742128789425,2.336352825164795,0.017255708575248718,9.179510379908606e-05
synthetic,noisy[12],5,1.0,0.0911666601896286,0.08718609064817429,1.9178357124328613,0.03929857164621353,0.00019514630548655987
synthetic,noisy[13],0,0.0,0.00085842190310359,0.0008568738121539354,1.2021831274032593,0.00037227239226922393,1.9384417555556865e-06
synthetic,noisy[13],1,0.2,0.0018631673883646727,0.0018554202979430556,1.6596052646636963,0.0006546398508362472,3.397591171960812e-06
synthetic,noisy[13],2,0.4,0.0023445207625627518,0.0023878999054431915,2.5123651027679443,0.0011198475258424878,5.926151516177924e-06
synthetic,noisy[13],3,0.6,0.018277276307344437,0.018454521894454956,3.737611770629883,0.011248623952269554,5.887695078854449e-05
synthetic,noisy[13],4,0.8,0.02680131606757641,0.0274717565625906,2.866335391998291,0.017763761803507805,9.449074423173442e-05
synthetic,noisy[13],5,1.0,0.0740177258849144,0.07096587121486664,2.384176254272461,0.04196798801422119,0.00020865183614660054
synthetic,noisy[14],0,0.0,0.0019793265964835882,0.001977133797481656,1.2174657583236694,0.0010045403614640236,5.232654530118452e-06
synthetic,noisy[14],1,0.2,0.0034261136315762997,0.0034115538001060486,1.6099265813827515,0.001216086558997631,6.312046934908722e-06
